Time,Displacement,Force,Strain,Stress,TKS
1640.47,1.751,4816.37646,0.51682,460.67685,1.629
1640.49,1.76756,5000.92773,0.52171,478.32882,1.61244
1640.51,1.78413,5192.67285,0.5266,496.66885,1.59587
1640.53,1.80081,5393.17822,0.53153,515.84679,1.57919
1640.55,1.81744,5603.03369,0.53643,535.91907,1.56256
1640.57,1.83419,5822.64697,0.54138,556.92464,1.54581
1640.59,1.85088,6052.48438,0.5463,578.90815,1.52912
1640.61,1.86756,6292.43115,0.55123,601.85856,1.51244
1640.63,1.88425,6543.12598,0.55615,625.83703,1.49575
1640.65,1.90081,6804.2832,0.56104,650.8162,1.47919
1640.67,1.9175,7076.72168,0.56597,676.8744,1.4625
1640.69,1.93413,7362.31348,0.57088,704.19067,1.44587
1640.71,1.95075,7660.72412,0.57578,732.73307,1.42925
1640.73,1.9675,7972.3208,0.58073,762.53664,1.4125
1640.75,1.98419,8298.96094,0.58565,793.77913,1.39581
1640.77,2.00081,8640.76855,0.59056,826.47234,1.37919
1640.79,2.01744,8997.44336,0.59547,860.5876,1.36256
1640.81,2.034,9368.94238,0.60035,896.12073,1.346
1640.83,2.05063,9756.33008,0.60526,933.1736,1.32937
1640.85,2.06725,10161.66992,0.61017,971.94356,1.31275
1640.87,2.08394,10586.02637,0.61509,1012.53235,1.29606
1640.89,2.10056,11030.69043,0.62,1055.06361,1.27944
1640.91,2.11719,11494.91309,0.62491,1099.46561,1.26281
1640.93,2.13375,11977.86426,0.6298,1145.65897,1.24625
1640.936,2.13875,12126.39355,0.63127,1159.8655,1.24125
1640.938,2.14044,12176.27051,0.63177,1164.63614,1.23956
1640.958,2.15706,12686.53125,0.63668,1213.44149,1.22294
1640.978,2.17356,13218.03027,0.64155,1264.27841,1.20644
1640.996,2.1885,13714.57715,0.64596,1311.77211,1.1915
1641.016,2.19831,14273.28613,0.64885,1365.21149,1.18169
1641.036,2.19044,14636.24414,0.64653,1399.92774,1.18956
1641.056,2.16956,14405.87305,0.64037,1377.89321,1.21044
1641.076,2.143,13495.98438,0.63253,1290.86411,1.237
1641.096,2.11731,12242.57812,0.62494,1170.97831,1.26269
1641.116,2.09513,11040.46191,0.6184,1055.99833,1.28487
1641.136,2.07606,10081.29785,0.61277,964.25611,1.30394
1641.156,2.0585,9358.43555,0.60759,895.11579,1.3215
1641.176,2.04131,8784.22559,0.60251,840.19375,1.33869
1641.196,2.02381,8281.52051,0.59735,792.11098,1.35619
1641.216,2.00613,7809.71436,0.59213,746.98371,1.37387
1641.236,1.98856,7361.19434,0.58694,704.08362,1.39144
1641.256,1.97106,6940.8335,0.58178,663.87695,1.40894
1641.276,1.95381,6551.68799,0.57669,626.65594,1.42619
1641.296,1.93681,6194.09814,0.57167,592.45318,1.44319
1641.316,1.91981,5864.95605,0.56665,560.97138,1.46019
1641.336,1.903,5560.18213,0.56169,531.82036,1.477
1641.356,1.88613,5276.53809,0.55671,504.69041,1.49387
1641.376,1.86919,5010.43115,0.55171,479.23779,1.51081
1641.396,1.85231,4760.83643,0.54673,455.36456,1.52769
1641.416,1.8355,4526.64404,0.54177,432.96453,1.5445
1641.436,1.81875,4307.54297,0.53682,412.00793,1.56125
1641.456,1.80206,4101.86572,0.5319,392.33533,1.57794
1641.476,1.78531,3908.79321,0.52695,373.86832,1.59469
1641.496,1.76863,3726.8479,0.52203,356.46561,1.61137
1641.516,1.75187,3554.73022,0.51708,340.00289,1.62813
1641.536,1.73525,3392.87476,0.51218,324.52175,1.64475
1641.556,1.71856,3240.60425,0.50725,309.95736,1.66144
1641.576,1.70181,3096.49829,0.50231,296.17393,1.67819
1641.596,1.68506,2959.76147,0.49736,283.0953,1.69494
1641.616,1.66838,2830.29248,0.49244,270.71187,1.71162
1641.636,1.65169,2707.67651,0.48751,258.98388,1.72831
1641.656,1.635,2591.55103,0.48259,247.87672,1.745
1641.676,1.61838,2481.42383,0.47768,237.34327,1.76162
1641.696,1.60175,2376.55176,0.47277,227.31246,1.77825
1641.716,1.585,2276.79248,0.46783,217.77068,1.795
1641.736,1.56825,2181.82544,0.46288,208.68728,1.81175
1641.756,1.55156,2090.89771,0.45796,199.99021,1.82844
1641.776,1.53488,2003.70154,0.45303,191.65008,1.84512
1641.796,1.51813,1921.24121,0.44809,183.76291,1.86187
1641.816,1.5015,1842.99316,0.44318,176.27864,1.8785
1641.836,1.48488,1767.95105,0.43827,169.10101,1.89512
1641.856,1.46819,1696.16382,0.43335,162.23471,1.91181
1641.876,1.45156,1627.70654,0.42844,155.6869,1.92844
1641.896,1.43488,1562.01733,0.42352,149.40386,1.94512
1641.916,1.41819,1498.5094,0.41859,143.32946,1.96181
1641.936,1.40156,1438.23071,0.41368,137.56391,1.97844
1641.956,1.38481,1380.35413,0.40874,132.02813,1.99519
1641.976,1.36825,1324.65112,0.40385,126.70025,2.01175
1641.996,1.35163,1270.73987,0.39894,121.54374,2.02837
1642.016,1.33494,1219.23364,0.39402,116.61728,2.04506
1642.036,1.31819,1169.27832,0.38908,111.83915,2.06181
1642.056,1.30144,1121.1311,0.38413,107.23396,2.07856
1642.076,1.28475,1074.70215,0.37921,102.79313,2.09525
1642.096,1.26806,1029.99634,0.37428,98.5171,2.11194
1642.116,1.25144,986.92084,0.36937,94.39702,2.12856
1642.136,1.23481,945.46558,0.36447,90.43191,2.14519
1642.156,1.21819,905.58557,0.35956,86.61746,2.16181
1642.176,1.2015,866.67615,0.35463,82.89585,2.1785
1642.196,1.18488,829.05481,0.34973,79.29745,2.19512
1642.216,1.16819,792.46033,0.3448,75.79726,2.21181
1642.236,1.1515,756.84729,0.33988,72.39094,2.2285
1642.256,1.13481,722.4021,0.33495,69.09633,2.24519
1642.276,1.11813,688.84772,0.33003,65.88691,2.26187
1642.296,1.1015,656.47382,0.32512,62.79042,2.2785
1642.316,1.08488,625.08649,0.32021,59.78828,2.29512
1642.336,1.06825,594.4054,0.3153,56.8537,2.31175
1642.356,1.0515,564.19751,0.31036,53.96437,2.3285
1642.376,1.03481,534.91663,0.30543,51.16371,2.34519
1642.396,1.01806,506.21014,0.30049,48.418,2.36194
1642.416,1.00144,478.10007,0.29558,45.72932,2.37856
1642.436,0.98481,450.51001,0.29068,43.09039,2.39519
1642.456,0.96812,423.77124,0.28575,40.53288,2.41188
1642.476,0.95144,397.72769,0.28083,38.04186,2.42856
1642.496,0.93475,372.22806,0.2759,35.60288,2.44525
1642.516,0.91819,347.24115,0.27101,33.21293,2.46181
1642.536,0.9015,322.6362,0.26609,30.85951,2.4785
1642.556,0.88475,298.10257,0.26114,28.51292,2.49525
1642.576,0.86813,274.41864,0.25624,26.2476,2.51187
1642.596,0.85144,251.18268,0.25131,24.02513,2.52856
1642.616,0.83475,228.45236,0.24638,21.85101,2.54525
1642.636,0.81813,206.18381,0.24148,19.72107,2.56187
1642.656,0.80144,184.53735,0.23655,17.65063,2.57856
1642.676,0.78475,163.20312,0.23163,15.61006,2.59525
1642.696,0.76806,142.6741,0.2267,13.64649,2.61194
1642.716,0.75138,122.99169,0.22178,11.76391,2.62862
1642.736,0.73469,104.81312,0.21685,10.02517,2.64531
1642.756,0.718,87.9467,0.21192,8.41193,2.662
1642.776,0.70138,72.32707,0.20702,6.91794,2.67862
1642.796,0.68475,57.96613,0.20211,5.54435,2.69525
1642.816,0.66806,45.09888,0.19718,4.31362,2.71194
1642.836,0.6515,33.78492,0.1923,3.23146,2.7285
1642.854,0.6365,24.83004,0.18787,2.37494,2.7435
1642.856,0.63488,23.90889,0.18739,2.28684,2.74512
1642.876,0.61825,15.41467,0.18248,1.47438,2.76175
1642.892,0.60494,9.24203,0.17855,0.88398,2.77506
1642.912,0.595,2.6469,0.17562,0.25317,2.785
1642.932,0.60275,-0.17652,0.17791,-0.01688,2.77725
1642.952,0.62394,5.5076,0.18416,0.52679,2.75606
1642.972,0.65119,22.67514,0.1922,2.16883,2.72881
1642.992,0.67775,51.83232,0.20004,4.95766,2.70225
1643.012,0.7005,89.28835,0.20676,8.54025,2.6795
1643.032,0.71988,129.00603,0.21248,12.33917,2.66012
1643.052,0.73738,167.06265,0.21764,15.97921,2.64262
1643.072,0.7545,203.29433,0.2227,19.4447,2.6255
1643.092,0.77187,239.56975,0.22783,22.91437,2.60813
1643.112,0.7895,277.56927,0.23303,26.54895,2.5905
1643.132,0.80706,317.72952,0.23821,30.3902,2.57294
1643.152,0.82438,359.59897,0.24332,34.39493,2.55562
1643.172,0.8415,402.60284,0.24838,38.50816,2.5385
1643.192,0.8585,445.98843,0.25339,42.65791,2.5215
1643.212,0.87531,489.71396,0.25836,46.84017,2.50469
1643.232,0.89219,533.42786,0.26334,51.02132,2.48781
1643.252,0.909,577.45538,0.2683,55.23246,2.471
1643.272,0.92581,621.89496,0.27326,59.48302,2.45419
1643.292,0.94263,666.49908,0.27822,63.74931,2.43737
1643.312,0.95931,711.83435,0.28315,68.08554,2.42069
1643.332,0.976,757.45898,0.28808,72.44945,2.404
1643.352,0.99269,803.31445,0.293,76.83543,2.38731
1643.372,1.00938,849.73248,0.29793,81.27522,2.37062
1643.392,1.02606,896.36993,0.30285,85.73601,2.35394
1643.412,1.04281,943.51849,0.3078,90.24567,2.33719
1643.432,1.0595,991.06824,0.31272,94.79371,2.3205
1643.452,1.07625,1039.71741,0.31767,99.44691,2.30375
1643.472,1.09294,1088.83569,0.32259,104.14498,2.28706
1643.492,1.10956,1138.68933,0.3275,108.91338,2.27044
1643.512,1.12619,1189.50024,0.3324,113.77334,2.25381
1643.532,1.14281,1241.08313,0.33731,118.70714,2.23719
1643.552,1.15956,1294.19031,0.34226,123.78673,2.22044
1643.572,1.17625,1348.33826,0.34718,128.96588,2.20375
1643.592,1.19288,1403.80371,0.35209,134.27104,2.18712
1643.612,1.20956,1460.21948,0.35701,139.66709,2.17044
1643.632,1.22619,1518.44153,0.36192,145.23593,2.15381
1643.652,1.24287,1577.86975,0.36685,150.92011,2.13713
1643.672,1.2595,1639.17957,0.37175,156.78427,2.1205
1643.692,1.27613,1702.23596,0.37666,162.8155,2.10387
1643.712,1.29281,1766.69409,0.38159,168.98078,2.08719
1643.732,1.3095,1833.52808,0.38651,175.37332,2.0705
1643.752,1.32619,1902.53467,0.39144,181.97367,2.05381
1643.772,1.34288,1973.54028,0.39636,188.76521,2.03712
1643.792,1.3595,2046.87634,0.40127,195.77967,2.0205
1643.812,1.37619,2122.61182,0.40619,203.02361,2.00381
1643.832,1.39281,2200.42578,0.4111,210.46636,1.98719
1643.852,1.4095,2281.11963,0.41603,218.18456,1.9705
1643.872,1.42619,2364.76025,0.42095,226.18462,1.95381
1643.892,1.44288,2451.51611,0.42588,234.48265,1.93712
1643.912,1.4595,2540.95264,0.43079,243.03707,1.9205
1643.932,1.47619,2633.79199,0.43571,251.91697,1.90381
1643.952,1.49288,2729.91577,0.44064,261.11102,1.88712
1643.972,1.50944,2829.85156,0.44552,270.6697,1.87056
1643.992,1.52606,2933.27637,0.45043,280.56207,1.85394
1644.012,1.54275,3040.45264,0.45536,290.81327,1.83725
1644.032,1.55944,3152.28223,0.46028,301.50953,1.82056
1644.052,1.57613,3268.68188,0.46521,312.64293,1.80387
1644.072,1.59281,3389.52954,0.47013,324.20176,1.78719
1644.092,1.6095,3514.73169,0.47506,336.17711,1.7705
1644.112,1.62613,3645.35327,0.47997,348.67081,1.75387
1644.132,1.64269,3780.75317,0.48485,361.62153,1.73731
1644.152,1.65931,3921.34155,0.48976,375.06855,1.72069
1644.172,1.676,4068.11499,0.49469,389.10714,1.704
1644.192,1.69263,4221.09863,0.49959,403.73972,1.68737
1644.212,1.70938,4380.35645,0.50454,418.9724,1.67062
1644.232,1.72606,4546.88916,0.50946,434.90091,1.65394
1644.252,1.74269,4720.30566,0.51437,451.48787,1.63731
1644.272,1.75931,4901.19434,0.51928,468.78952,1.62069
1644.292,1.77588,5089.19238,0.52417,486.77114,1.60412
1644.312,1.7925,5285.17529,0.52907,505.51653,1.5875
1644.332,1.80913,5489.96729,0.53398,525.10446,1.57087
1644.352,1.82575,5704.18115,0.53889,545.59362,1.55425
1644.372,1.8425,5928.37158,0.54383,567.03699,1.5375
1644.392,1.85919,6163.12891,0.54876,589.49107,1.52081
1644.412,1.87587,6408.45312,0.55368,612.95581,1.50413
1644.432,1.89256,6664.40869,0.55861,637.43746,1.48744
1644.452,1.90919,6931.41162,0.56351,662.97579,1.47081
1644.472,1.92581,7210.35889,0.56842,689.6565,1.45419
1644.492,1.94244,7501.90674,0.57333,717.54247,1.43756
1644.512,1.95913,7806.20117,0.57825,746.64766,1.42087
1644.532,1.97581,8125.15527,0.58318,777.15498,1.40419
1644.552,1.9925,8458.70117,0.58811,809.05795,1.3875
1644.572,2.00906,8806.94434,0.59299,842.36676,1.37094
1644.592,2.02575,9170.5127,0.59792,877.14136,1.35425
1644.612,2.04231,9550.2373,0.60281,913.46127,1.33769
1644.632,2.05894,9946.5332,0.60771,951.36619,1.32106
1644.652,2.07556,10360.37402,0.61262,990.94921,1.30444
1644.672,2.09225,10793.19043,0.61755,1032.3472,1.28775
1644.692,2.10888,11246.33887,0.62245,1075.69003,1.27112
1644.712,2.1255,11720.16895,0.62736,1121.0109,1.2545
1644.728,2.13881,12112.46191,0.63129,1158.53298,1.24119
1644.73,2.14044,12162.3623,0.63177,1163.30576,1.23956
1644.75,2.15706,12672.60059,0.63668,1212.10909,1.22294
1644.77,2.17363,13203.9502,0.64157,1262.93159,1.20637
1644.79,2.19013,13755.73535,0.64644,1315.70876,1.18987
1644.81,2.2,14316.31934,0.64935,1369.32755,1.18
1644.83,2.19206,14682.36621,0.64701,1404.33919,1.18794
1644.85,2.17119,14451.4707,0.64085,1382.25448,1.20881
1644.87,2.14463,13538.93848,0.63301,1294.97254,1.23537
1644.89,2.11894,12282.32715,0.62542,1174.78025,1.26106
1644.91,2.09675,11077.13086,0.61888,1059.50558,1.28325
1644.93,2.07769,10115.54102,0.61325,967.53144,1.30231
1644.95,2.06019,9390.63477,0.60808,898.19556,1.31981
1644.97,2.043,8814.36035,0.60301,843.07605,1.337
1644.99,2.0255,8309.57715,0.59785,794.79456,1.3545
1645.01,2.00781,7836.22266,0.59262,749.51917,1.37219
1645.03,1.99025,7386.03857,0.58744,706.45994,1.38975
1645.05,1.97275,6963.71289,0.58228,666.06534,1.40725
1645.07,1.9555,6572.68555,0.57718,628.66431,1.4245
1645.09,1.93844,6213.11865,0.57215,594.27249,1.44156
1645.11,1.92144,5882.10547,0.56713,562.6117,1.45856
1645.13,1.90463,5575.75391,0.56217,533.30982,1.47537
1645.15,1.88775,5290.90186,0.55719,506.06424,1.49225
1645.17,1.87088,5024.02539,0.55221,480.53807,1.50912
1645.19,1.854,4773.86768,0.54723,456.61098,1.526
1645.21,1.83725,4539.25732,0.54228,434.17096,1.54275
1645.23,1.8205,4320.13379,0.53734,413.21221,1.5595
1645.25,1.80375,4114.14551,0.53239,393.50986,1.57625
1645.27,1.787,3919.77515,0.52745,374.9187,1.593
1645.29,1.77031,3736.80322,0.52252,357.41782,1.60969
1645.31,1.75363,3564.13306,0.5176,340.90224,1.62637
1645.33,1.73694,3402.19775,0.51267,325.41347,1.64306
1645.35,1.72019,3249.06714,0.50773,310.76682,1.65981
1645.37,1.7035,3104.1604,0.5028,296.90677,1.6765
1645.39,1.68675,2966.69287,0.49786,283.75828,1.69325
1645.41,1.67006,2836.6123,0.49293,271.31635,1.70994
1645.43,1.65331,2713.73657,0.48799,259.56351,1.72669
1645.45,1.63669,2597.01807,0.48308,248.39963,1.74331
1645.47,1.62006,2486.45093,0.47818,237.8241,1.75994
1645.49,1.60344,2381.5874,0.47327,227.79411,1.77656
1645.51,1.58669,2281.50708,0.46833,218.22162,1.79331
1645.53,1.56994,2185.92188,0.46338,209.07909,1.81006
1645.55,1.55319,2094.97363,0.45844,200.38007,1.82681
1645.57,1.5365,2008.03821,0.45351,192.06487,1.8435
1645.59,1.51981,1925.26074,0.44859,184.14737,1.86019
1645.61,1.50319,1846.11328,0.44368,176.57708,1.87681
1645.63,1.48656,1770.90894,0.43877,169.38393,1.89344
1645.65,1.46994,1699.14905,0.43387,162.52023,1.91006
1645.67,1.45325,1630.52173,0.42894,155.95616,1.92675
1645.69,1.43656,1564.57422,0.42401,149.64841,1.94344
1645.71,1.41988,1501.21326,0.41909,143.58807,1.96012
1645.73,1.40319,1440.92078,0.41416,137.82121,1.97681
1645.75,1.3865,1382.66174,0.40924,132.24885,1.9935
1645.77,1.36988,1326.5614,0.40433,126.88297,2.01012
1645.79,1.35325,1272.6012,0.39942,121.72178,2.02675
1645.81,1.33656,1221.15942,0.3945,116.80148,2.04344
1645.83,1.31981,1170.87256,0.38956,111.99164,2.06019
1645.85,1.30306,1122.72412,0.38461,107.38634,2.07694
1645.87,1.28644,1076.16174,0.3797,102.93274,2.09356
1645.89,1.26975,1031.28845,0.37478,98.6407,2.11025
1645.91,1.25313,988.15479,0.36987,94.51504,2.12687
1645.93,1.2365,946.63843,0.36496,90.54409,2.1435
1645.95,1.21988,906.5755,0.36006,86.71214,2.16012
1645.97,1.20319,867.49915,0.35513,82.97457,2.17681
1645.99,1.18656,829.81708,0.35023,79.37036,2.19344
1646.01,1.16981,793.6402,0.34528,75.91011,2.21019
1646.03,1.15313,758.26471,0.34036,72.52651,2.22687
1646.05,1.13644,723.48572,0.33543,69.19997,2.24356
1646.07,1.11981,689.85529,0.33052,65.98329,2.26019
1646.09,1.10319,657.55872,0.32562,62.89419,2.27681
1646.11,1.08656,626.3302,0.32071,59.90724,2.29344
1646.13,1.06988,595.23596,0.31578,56.93314,2.31012
1646.15,1.05313,564.81738,0.31084,54.02366,2.32687
1646.17,1.03644,535.35571,0.30591,51.20571,2.34356
1646.19,1.01975,506.77313,0.30099,48.47185,2.36025
1646.21,1.00313,478.79648,0.29608,45.79593,2.37687
1646.23,0.9865,451.50955,0.29117,43.18599,2.3935
1646.25,0.96981,424.69095,0.28625,40.62084,2.41019
1646.27,0.95319,398.43161,0.28134,38.10919,2.42681
1646.29,0.93644,372.78433,0.2764,35.65608,2.44356
1646.31,0.91981,347.91901,0.27149,33.27776,2.46019
1646.33,0.90306,322.96573,0.26655,30.89103,2.47694
1646.35,0.88637,298.97913,0.26162,28.59676,2.49363
1646.37,0.86975,274.95889,0.25671,26.29927,2.51025
1646.39,0.85312,251.34546,0.25181,24.04069,2.52688
1646.41,0.83644,228.69202,0.24688,21.87394,2.54356
1646.43,0.81981,206.53098,0.24198,19.75428,2.56019
1646.45,0.80306,184.67075,0.23703,17.66339,2.57694
1646.47,0.78638,163.5807,0.23211,15.64617,2.59362
1646.49,0.76969,142.90244,0.22718,13.66833,2.61031
1646.51,0.753,123.57468,0.22226,11.81967,2.627
1646.53,0.73631,105.14766,0.21733,10.05717,2.64369
1646.55,0.71969,88.14635,0.21242,8.43102,2.66031
1646.57,0.70306,72.4323,0.20752,6.92801,2.67694
1646.59,0.68644,58.16363,0.20261,5.56324,2.69356
1646.61,0.66981,45.30741,0.1977,4.33356,2.71019
1646.63,0.65312,34.01842,0.19278,3.25379,2.72688
1646.65,0.6365,24.29097,0.18787,2.32338,2.7435
1646.652,0.63481,23.3839,0.18737,2.23662,2.74519
1646.672,0.61819,14.63296,0.18246,1.39961,2.76181
1646.69,0.60325,7.62688,0.17805,0.7295,2.77675
1646.71,0.59331,1.4447,0.17512,0.13818,2.78669
1646.73,0.60106,-1.23734,0.17741,-0.11835,2.77894
1646.75,0.62225,4.1784,0.18366,0.39966,2.75775
1646.77,0.64956,20.79663,0.19172,1.98916,2.73044
1646.79,0.67606,49.17191,0.19955,4.7032,2.70394
1646.81,0.69881,86.06477,0.20626,8.23192,2.68119
1646.83,0.71819,124.99278,0.21198,11.95531,2.66181
1646.85,0.73569,162.52322,0.21715,15.54502,2.64431
1646.87,0.75281,198.44766,0.2222,18.98113,2.62719
1646.89,0.77019,234.32283,0.22733,22.41251,2.60981
1646.91,0.78781,271.95319,0.23253,26.01178,2.59219
1646.93,0.80538,311.95435,0.23771,29.83781,2.57462
1646.95,0.82275,353.84955,0.24284,33.84501,2.55725
1646.97,0.83987,396.49405,0.2479,37.92387,2.54013
1646.99,0.85681,439.53174,0.2529,42.04034,2.52319
1647.01,0.87369,482.88757,0.25788,46.18724,2.50631
1647.03,0.8905,526.53711,0.26284,50.36223,2.4895
1647.05,0.90738,570.73914,0.26782,54.59007,2.47262
1647.07,0.92419,615.53137,0.27278,58.87435,2.45581
1647.09,0.94094,660.2876,0.27773,63.1552,2.43906
1647.11,0.95769,705.1344,0.28267,67.4447,2.42231
1647.13,0.97438,750.4458,0.2876,71.77866,2.40562
1647.15,0.99106,796.1969,0.29252,76.15466,2.38894
1647.17,1.00769,842.29254,0.29743,80.56361,2.37231
1647.19,1.02444,889.10406,0.30237,85.04104,2.35556
1647.21,1.04113,936.41241,0.3073,89.56599,2.33887
1647.23,1.05788,984.05267,0.31224,94.12269,2.32212
1647.25,1.07456,1032.34216,0.31717,98.74148,2.30544
1647.27,1.09125,1081.72839,0.32209,103.46518,2.28875
1647.29,1.10787,1131.64917,0.327,108.23999,2.27213
1647.31,1.12456,1182.03333,0.33193,113.05914,2.25544
1647.33,1.14119,1233.35217,0.33683,117.96769,2.23881
1647.35,1.15788,1286.22925,0.34176,123.02528,2.22212
1647.37,1.17456,1340.44946,0.34668,128.21133,2.20544
1647.39,1.19119,1395.599,0.35159,133.48627,2.18881
1647.41,1.20788,1451.92383,0.35652,138.87364,2.17212
1647.43,1.2245,1509.72815,0.36142,144.4025,2.1555
1647.45,1.24119,1568.91443,0.36635,150.06354,2.13881
1647.47,1.25781,1629.93408,0.37126,155.89996,2.12219
1647.49,1.27444,1692.53699,0.37616,161.88781,2.10556
1647.51,1.29113,1757.00208,0.38109,168.05376,2.08887
1647.53,1.30781,1823.53833,0.38601,174.41782,2.07219
1647.55,1.32456,1892.05164,0.39096,180.97098,2.05544
1647.57,1.34125,1962.91003,0.39588,187.74845,2.03875
1647.59,1.35794,2036.13159,0.40081,194.75195,2.02206
1647.61,1.37456,2111.52393,0.40572,201.96307,2.00544
1647.63,1.39119,2189.33203,0.41062,209.40526,1.98881
1647.65,1.40781,2269.75464,0.41553,217.09752,1.97219
1647.67,1.4245,2353.1626,0.42045,225.07533,1.9555
1647.69,1.44119,2439.18555,0.42538,233.30326,1.93881
1647.71,1.45781,2528.22656,0.43029,241.81986,1.92219
1647.73,1.4745,2620.51465,0.43521,250.64704,1.9055
1647.75,1.49119,2716.4292,0.44014,259.82106,1.88881
1647.77,1.50781,2816.02271,0.44505,269.34698,1.87219
1647.79,1.52444,2919.06177,0.44995,279.20246,1.85556
1647.81,1.54106,3025.97485,0.45486,289.4285,1.83894
1647.83,1.55775,3137.37476,0.45978,300.08367,1.82225
1647.85,1.57444,3253.01562,0.46471,311.1445,1.80556
1647.87,1.59113,3373.28906,0.46964,322.64841,1.78887
1647.89,1.60781,3498.17358,0.47456,334.59336,1.77219
1647.91,1.6245,3627.97412,0.47949,347.00853,1.7555
1647.93,1.64106,3763.33325,0.48438,359.95537,1.73894
1647.95,1.65769,3903.49097,0.48928,373.36117,1.72231
1647.97,1.67437,4049.27368,0.49421,387.30499,1.70563
1647.99,1.691,4201.38916,0.49911,401.85454,1.689
1648.01,1.70769,4359.8374,0.50404,417.0098,1.67231
1648.03,1.72438,4525.21533,0.50897,432.82786,1.65562
1648.05,1.741,4697.47266,0.51387,449.30393,1.639
1648.07,1.75762,4877.72803,0.51878,466.54502,1.62238
1648.09,1.77419,5065.26465,0.52367,484.4825,1.60581
1648.11,1.79081,5260.44727,0.52858,503.15136,1.58919
1648.13,1.80744,5464.56348,0.53348,522.67468,1.57256
1648.15,1.82406,5677.49756,0.53839,543.04135,1.55594
1648.17,1.84081,5899.68213,0.54333,564.29291,1.53919
1648.19,1.85756,6133.45605,0.54828,586.65287,1.52244
1648.21,1.87425,6377.92578,0.5532,610.03596,1.50575
1648.23,1.89094,6633.28564,0.55813,634.46063,1.48906
1648.25,1.90756,6898.96924,0.56304,659.87271,1.47244
1648.27,1.92419,7176.18115,0.56794,686.38748,1.45581
1648.29,1.94081,7466.47949,0.57285,714.15395,1.43919
1648.31,1.9575,7769.70215,0.57777,743.15661,1.4225
1648.33,1.97419,8086.70898,0.5827,773.47767,1.40581
1648.35,1.99081,8417.85938,0.58761,805.15152,1.38919
1648.37,2.00744,8764.31348,0.59251,838.2892,1.37256
1648.39,2.02406,9125.9707,0.59742,872.881,1.35594
1648.41,2.04069,9504.02539,0.60233,909.04117,1.33931
1648.43,2.05731,9898.85449,0.60724,946.80578,1.32269
1648.45,2.07388,10310.44629,0.61212,986.17375,1.30612
1648.47,2.0905,10740.46387,0.61703,1027.30405,1.2895
1648.49,2.10719,11190.7373,0.62196,1070.37187,1.27281
1648.51,2.12381,11662.15527,0.62686,1115.46206,1.25619
1648.528,2.13881,12102.82129,0.63129,1157.61089,1.24119
1648.53,2.14044,12152.74512,0.63177,1162.38594,1.23956
1648.55,2.15713,12663.69336,0.6367,1211.2571,1.22287
1648.57,2.17363,13195.43262,0.64157,1262.11691,1.20637
1648.59,2.19019,13747.72949,0.64645,1314.94308,1.18981
1648.592,2.19188,13804.0293,0.64695,1320.328,1.18812
1648.612,2.20169,14367.08984,0.64985,1374.18365,1.17831
1648.632,2.19375,14733.86719,0.64751,1409.26516,1.18625
1648.652,2.17275,14500.17578,0.64131,1386.91306,1.20725
1648.672,2.14619,13581.08691,0.63347,1299.00396,1.23381
1648.692,2.1205,12318.5459,0.62589,1178.24447,1.2595
1648.712,2.09838,11110.65625,0.61936,1062.71219,1.28162
1648.732,2.07938,10148.07324,0.61375,970.64304,1.30062
1648.752,2.06188,9422.97168,0.60858,901.28857,1.31812
1648.772,2.04469,8845.78711,0.60351,846.08197,1.33531
1648.792,2.02719,8338.9375,0.59834,797.60283,1.35281
1648.812,2.0095,7862.94482,0.59312,752.07508,1.3705
1648.832,1.99188,7410.8833,0.58792,708.83626,1.38812
1648.852,1.97444,6987.3623,0.58277,668.32733,1.40556
1648.872,1.95719,6595.58008,0.57768,630.85413,1.42281
1648.892,1.94006,6234.91748,0.57263,596.35746,1.43994
1648.912,1.92313,5902.37549,0.56763,564.55052,1.45687
1648.932,1.90631,5594.8833,0.56267,535.1395,1.47369
1648.952,1.88944,5308.7583,0.55769,507.77221,1.49056
1648.972,1.87256,5040.75537,0.5527,482.13825,1.50744
1648.992,1.85569,4789.25098,0.54772,458.08235,1.52431
1649.012,1.83888,4553.92236,0.54276,435.57364,1.54112
1649.032,1.82213,4333.04199,0.53782,414.44686,1.55787
1649.052,1.80538,4126.10986,0.53287,394.65421,1.57462
1649.072,1.78869,3931.16992,0.52795,376.0086,1.59131
1649.092,1.77194,3747.47705,0.523,358.43873,1.60806
1649.112,1.75525,3574.59155,0.51808,341.90258,1.62475
1649.132,1.73856,3411.74683,0.51315,326.32682,1.64144
1649.152,1.72188,3257.77222,0.50823,311.59943,1.65812
1649.172,1.70512,3112.43628,0.50328,297.69835,1.67488
1649.192,1.68844,2974.85327,0.49836,284.53881,1.69156
1649.212,1.67175,2844.67407,0.49343,272.08742,1.70825
1649.232,1.65506,2721.36646,0.48851,260.2933,1.72494
1649.252,1.63838,2604.46436,0.48358,249.11185,1.74162
1649.272,1.62169,2493.60083,0.47866,238.50797,1.75831
1649.292,1.605,2387.63867,0.47373,228.3729,1.775
1649.312,1.58831,2286.99194,0.46881,218.74624,1.79169
1649.332,1.57162,2191.51782,0.46388,209.61434,1.80838
1649.352,1.55488,2100.2439,0.45894,200.88416,1.82512
1649.372,1.53819,2012.87329,0.45401,192.52734,1.84181
1649.392,1.5215,1929.95093,0.44909,184.59597,1.8585
1649.412,1.50488,1850.70435,0.44418,177.0162,1.87512
